FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
save_this, gcc-2.8.0\cp\sig.c, 16, 2, 2, 1, 1, 6, 6
build_sptr_ref, gcc-2.8.0\cp\sig.c, 7, 1, 1, 0, 0, 3, 3
build_member_function_pointer, gcc-2.8.0\cp\sig.c, 18, 1, 1, 0, 0, 11, 10
undo_casts, gcc-2.8.0\cp\sig.c, 9, 3, 3, 2, 0, 11, 2
build_signature_pointer_or_reference_name, gcc-2.8.0\cp\sig.c, 22, 2, 6, 1, 1, 12, 4
build_signature_pointer_or_reference_decl, gcc-2.8.0\cp\sig.c, 9, 1, 1, 0, 0, 3, 5
build_signature_pointer_or_reference_type, gcc-2.8.0\cp\sig.c, 77, 74, 11, 3, 7, 25, 33
get_sigtable_name, gcc-2.8.0\cp\sig.c, 27, 32, 7, 1, 1, 11, 6
build_signature_table_constructor, gcc-2.8.0\cp\sig.c, 198, 1875, 25, 4, 31, 41, 29
match_method_types, gcc-2.8.0\cp\sig.c, 26, 5, 4, 1, 3, 13, 3
build_sigtable, gcc-2.8.0\cp\sig.c, 53, 22, 12, 2, 4, 21, 25
build_signature_pointer_type, gcc-2.8.0\cp\sig.c, 8, 1, 1, 0, 0, 5, 2
build_signature_reference_type, gcc-2.8.0\cp\sig.c, 8, 1, 1, 0, 0, 3, 2
expand_static_init, gcc-2.8.0\cp\decl.c, 75, 22, 10, 3, 3, 21, 37
readonly_error, gcc-2.8.0\cp\typeck2.c, 42, 16, 9, 2, 8, 17, 0
parse_escape, gcc-2.8.0\cexp.c, 96, 38, 31, 3, 88, 4, 3
parse_c_expression, gcc-2.8.0\cexp.c, 15, 5, 4, 1, 1, 6, 7
direct_return, gcc-2.8.0\config\alpha\alpha.c, 8, 1, 1, 0, 0, 3, 3
do_clean, gcc-2.8.0\config\msdos\mklibgcc.c, 20, 4, 4, 2, 2, 2, 7
do_define, gcc-2.8.0\cpplib.c, 50, 44, 10, 3, 5, 16, 15
do_elif, gcc-2.8.0\cpplib.c, 33, 10, 6, 3, 3, 11, 11
do_else, gcc-2.8.0\cpplib.c, 32, 14, 6, 3, 2, 11, 13
do_endif, gcc-2.8.0\cpplib.c, 49, 28, 10, 5, 5, 14, 16
do_error, gcc-2.8.0\cpplib.c, 14, 2, 3, 2, 0, 4, 4
do_ident, gcc-2.8.0\cpplib.c, 11, 2, 2, 1, 0, 5, 2
do_if, gcc-2.8.0\cpplib.c, 10, 1, 1, 0, 0, 3, 3
do_include, gcc-2.8.0\cpplib.c, 258, 11877130, 53, 6, 47, 29, 42
do_once, gcc-2.8.0\cpplib.c, 22, 4, 4, 2, 5, 6, 10
do_pragma, gcc-2.8.0\cpplib.c, 34, 54, 12, 3, 2, 8, 7
do_unassert, gcc-2.8.0\cpplib.c, 72, 120, 14, 4, 12, 13, 19
do_undef, gcc-2.8.0\cpplib.c, 27, 50, 10, 3, 0, 11, 7
do_warning, gcc-2.8.0\cpplib.c, 14, 2, 3, 2, 0, 4, 4
right_shift, gcc-2.8.0\cexp.c, 12, 3, 4, 1, 2, 5, 1
safe_read, gcc-2.8.0\protoize.c, 20, 4, 4, 2, 5, 5, 2
initializer_constant_valid_p, gcc-2.8.0\c-typeck.c, 97, 23, 28, 3, 84, 17, 1
pass_thru_directive, gcc-2.8.0\cpplib.c, 14, 2, 2, 1, 0, 11, 4
index0, gcc-2.8.0\cccp.c, 21, 4, 4, 3, 4, 4, 3
trigraph_pcp, gcc-2.8.0\cccp.c, 61, 180, 16, 2, 56, 6, 5
newline_fix, gcc-2.8.0\cccp.c, 16, 10, 5, 1, 1, 7, 0
name_newline_fix, gcc-2.8.0\cccp.c, 16, 10, 5, 1, 1, 4, 0
get_lintcmd, gcc-2.8.0\cccp.c, 36, 16, 10, 2, 7, 5, 6
rescan, gcc-2.8.0\cccp.c, 600, 537907272, 258, 13, 642, 42, 25
expand_to_temp_buffer, gcc-2.8.0\cccp.c, 48, 12, 5, 1, 1, 18, 20
handle_directive, gcc-2.8.0\cccp.c, 294, 3221028, 95, 9, 121, 24, 19
small_int, gcc-2.8.0\config\sparc\sparc.c, 7, 1, 1, 0, 0, 3, 2
is_reserved_word, gcc-2.8.0\cp\hash.h, 164, 4, 4, 3, 3, 6, 3
base_name, gcc-2.8.0\cccp.c, 10, 4, 3, 1, 0, 5, 3
absolute_filename, gcc-2.8.0\cccp.c, 8, 4, 3, 1, 1, 3, 2
simplify_filename, gcc-2.8.0\cccp.c, 46, 72, 14, 5, 7, 6, 2
quote_string, gcc-2.8.0\cpplib.c, 30, 5, 6, 3, 7, 5, 4
read_filename_string, gcc-2.8.0\cpplib.c, 27, 4, 4, 3, 0, 4, 5
null_epilogue, gcc-2.8.0\config\romp\romp.c, 7, 1, 1, 0, 0, 1, 3
remap_include_file, gcc-2.8.0\cccp.c, 31, 22, 8, 3, 8, 9, 10
lookup_ino_include, gcc-2.8.0\cccp.c, 17, 3, 3, 2, 3, 8, 5
finalize_pic, gcc-2.8.0\config\m68k\m68k.c, 10, 2, 2, 1, 0, 3, 4
record_control_macro, gcc-2.8.0\cccp.c, 8, 2, 2, 1, 0, 5, 2
check_precompiled, gcc-2.8.0\cccp.c, 37, 41, 8, 2, 7, 6, 8
check_preconditions, gcc-2.8.0\cccp.c, 46, 15, 10, 3, 18, 12, 8
pcfinclude, gcc-2.8.0\cccp.c, 69, 57, 10, 4, 4, 16, 18
pcstring_used, gcc-2.8.0\cccp.c, 9, 2, 2, 1, 0, 5, 3
write_output, gcc-2.8.0\cccp.c, 39, 5, 6, 4, 1, 12, 9
override_options, gcc-2.8.0\config\alpha\alpha.c, 114, 50400, 29, 2, 16, 7, 7
cpp_print_containing_files, gcc-2.8.0\fix-header.c, 5, 1, 1, 0, 0, 0, 0
check_float_value, gcc-2.8.0\config\alpha\alpha.c, 51, 34, 10, 2, 10, 6, 5
comp_def_part, gcc-2.8.0\cpplib.c, 27, 175, 12, 3, 5, 8, 1
check_macro_name, gcc-2.8.0\cpplib.c, 26, 8, 5, 2, 2, 9, 5
change_newlines, gcc-2.8.0\cpplib.c, 32, 7, 7, 4, 4, 3, 1
compare_defs, gcc-2.8.0\cpplib.c, 34, 9, 7, 2, 7, 18, 4
read_name_map, gcc-2.8.0\cpplib.c, 63, 105, 11, 4, 8, 11, 22
fp_zero_operand, gcc-2.8.0\config\sh\sh.c, 10, 2, 3, 1, 1, 7, 3
asm_file_start, gcc-2.8.0\config\h8300\h8300.c, 16, 6, 4, 1, 2, 3, 3
assertion_install, gcc-2.8.0\cpplib.c, 29, 4, 3, 1, 0, 8, 10
do_line, gcc-2.8.0\cpplib.c, 96, 3128, 18, 3, 17, 11, 22
error, gcc-2.8.0\genoutput.c, 9, 1, 1, 0, 0, 5, 2
concat, gcc-2.8.0\config\winnt\ld.c, 12, 1, 1, 0, 0, 4, 4
singlemove_string, gcc-2.8.0\config\m68k\m68k.c, 8, 2, 2, 1, 1, 3, 2
use_return_insn, gcc-2.8.0\config\m68k\m68k.c, 11, 4, 4, 2, 4, 4, 2
skip_to_end_of_comment, gcc-2.8.0\cccp.c, 67, 210, 24, 4, 13, 15, 8
skip_quoted_string, gcc-2.8.0\cccp.c, 65, 214, 19, 4, 16, 16, 7
qualify_type, gcc-2.8.0\cp\typeck.c, 8, 1, 1, 0, 0, 6, 2
skip_paren_group, gcc-2.8.0\cccp.c, 39, 11, 10, 3, 18, 5, 5
output_line_directive, gcc-2.8.0\cccp.c, 56, 68, 14, 3, 5, 25, 9
macarg, gcc-2.8.0\cpplib.c, 44, 10, 10, 3, 34, 9, 7
macarg1, gcc-2.8.0\cccp.c, 89, 55, 33, 6, 55, 8, 4
discard_comments, gcc-2.8.0\cccp.c, 81, 414, 23, 5, 17, 6, 2
call_operand_address, gcc-2.8.0\config\sparc\sparc.c, 7, 1, 1, 0, 0, 2, 3
my_build_string, gcc-2.8.0\objc\objc-act.c, 16, 2, 3, 1, 0, 14, 9
equality_op, gcc-2.8.0\config\mips\mips.c, 9, 2, 2, 1, 1, 4, 1
validate_else, gcc-2.8.0\cpplib.c, 12, 2, 3, 1, 0, 8, 2
error_from_errno, gcc-2.8.0\cccp.c, 17, 6, 4, 2, 2, 9, 4
verror, gcc-2.8.0\toplev.c, 7, 1, 1, 0, 0, 7, 1
error_with_line, gcc-2.8.0\cccp.c, 10, 1, 1, 0, 0, 9, 1
verror_with_line, gcc-2.8.0\cccp.c, 20, 6, 8, 2, 2, 9, 3
vwarning_with_line, gcc-2.8.0\cccp.c, 24, 13, 11, 2, 3, 11, 3
warning_with_line, gcc-2.8.0\cccp.c, 10, 1, 1, 0, 0, 4, 1
pedwarn_with_line, gcc-2.8.0\cccp.c, 13, 2, 2, 1, 1, 6, 2
pedwarn_with_file_and_line, gcc-2.8.0\cccp.c, 20, 9, 9, 1, 1, 7, 2
print_containing_files, gcc-2.8.0\cccp.c, 30, 28, 9, 3, 5, 12, 2
line_for_error, gcc-2.8.0\cccp.c, 17, 4, 4, 2, 6, 11, 2
grow_outbuf, gcc-2.8.0\cccp.c, 19, 5, 4, 1, 1, 13, 6
install, gcc-2.8.0\cccp.c, 39, 24, 6, 2, 0, 13, 12
lookup, gcc-2.8.0\cccp.c, 22, 18, 6, 2, 3, 17, 3
delete_macro, gcc-2.8.0\cccp.c, 12, 8, 4, 1, 0, 7, 5
hash, gcc-2.8.0\cp\hash.h, 39, 3, 8, 1, 0, 3, 1
dump_single_macro, gcc-2.8.0\cccp.c, 75, 2332, 25, 5, 32, 18, 4
dump_all_macros, gcc-2.8.0\cccp.c, 12, 4, 4, 3, 0, 4, 1
dump_defn_1, gcc-2.8.0\cccp.c, 26, 5, 5, 4, 2, 6, 3
dump_arg_n, gcc-2.8.0\cccp.c, 16, 4, 3, 1, 0, 7, 2
initialize_builtins, gcc-2.8.0\cpplib.c, 35, 20, 6, 2, 0, 6, 2
initial_offset, gcc-2.8.0\config\h8300\h8300.c, 20, 7, 5, 3, 1, 5, 2
make_definition, gcc-2.8.0\cccp.c, 74, 181, 16, 5, 13, 10, 19
make_undef, gcc-2.8.0\cccp.c, 21, 2, 2, 1, 0, 8, 13
new_include_prefix, gcc-2.8.0\cccp.c, 62, 110, 14, 2, 5, 11, 17
and_operand, gcc-2.8.0\config\alpha\alpha.c, 14, 3, 3, 1, 2, 6, 3
quote_string_for_make, gcc-2.8.0\cccp.c, 43, 22, 12, 4, 6, 3, 2
fatal, gcc-2.8.0\fix-header.c, 9, 1, 1, 0, 0, 5, 2
cpp_pfatal_with_name, gcc-2.8.0\cpperror.c, 8, 1, 1, 0, 0, 2, 2
pedwarn, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 1, 2
perror_with_name, gcc-2.8.0\gcc.c, 6, 1, 1, 0, 0, 4, 2
pic_address_needs_scratch, gcc-2.8.0\config\m88k\m88k.c, 11, 2, 2, 1, 1, 5, 2
maybe_objc_method_name, gcc-2.8.0\objc\objc-act.c, 9, 2, 2, 1, 1, 3, 1
symbolic_operand, gcc-2.8.0\config\sparc\sparc.c, 21, 4, 5, 1, 6, 11, 1
xrealloc, gcc-2.8.0\genattrtab.c, 10, 2, 2, 1, 0, 2, 3
xcalloc, gcc-2.8.0\collect2.c, 10, 2, 2, 1, 1, 4, 3
save_string, gcc-2.8.0\cp\repo.c, 7, 1, 4, 0, 0, 9, 7
notice_update_cc, gcc-2.8.0\config\i386\i386.c, 94, 22, 27, 4, 24, 13, 6
output_push_double, gcc-2.8.0\config\we32k\we32k.c, 26, 5, 5, 1, 4, 6, 6
~type_info, , 3, 1, 1, 0, 0, 0, 1
__rtti_class, gcc-2.8.0\cp\tinfo.cc, 4, 1, 1, 0, 0, 4, 1
__class_type_info, , 2, 1, 1, 0, 0, 4, 4
__rtti_si, gcc-2.8.0\cp\tinfo.cc, 6, 1, 1, 0, 0, 3, 1
__si_type_info, , 2, 1, 1, 0, 0, 3, 3
__rtti_user, gcc-2.8.0\cp\tinfo.cc, 3, 1, 1, 0, 0, 2, 1
__user_type_info, , 1, 1, 1, 0, 0, 4, 1
dcast, , 3, 1, 2, 0, 0, 6, 1
dcast, , 8, 2, 2, 1, 1, 6, 2
dcast, , 43, 34, 12, 5, 21, 11, 2
nan, gcc-2.8.0\config\fp-bit.c, 7, 1, 1, 0, 0, 3, 1
isnan, gcc-2.8.0\config\fp-bit.c, 6, 1, 1, 0, 0, 14, 1
isinf, gcc-2.8.0\config\fp-bit.c, 6, 1, 1, 0, 0, 8, 1
iszero, gcc-2.8.0\config\fp-bit.c, 6, 1, 1, 0, 0, 8, 1
flip_sign, gcc-2.8.0\config\fp-bit.c, 6, 1, 1, 0, 0, 3, 3
pack_d, gcc-2.8.0\config\fp-bit.c, 76, 14, 12, 4, 8, 14, 5
unpack_d, gcc-2.8.0\config\fp-bit.c, 55, 7, 7, 3, 5, 16, 6
_fpadd_parts, gcc-2.8.0\config\fp-bit.c, 114, 223, 18, 2, 13, 9, 11
__objc_thread_yield, gcc-2.8.0\objc\thr-os2.c, 5, 1, 1, 0, 0, 1, 1
_fpmul_parts, gcc-2.8.0\config\fp-bit.c, 107, 152, 18, 2, 11, 8, 13
__floatsidf, gcc-2.8.0\floatlib.c, 31, 9, 5, 1, 1, 2, 4
_fpdiv_parts, gcc-2.8.0\config\fp-bit.c, 77, 30, 13, 2, 8, 8, 11
__cmpdf2, gcc-2.8.0\floatlib.c, 21, 10, 6, 1, 4, 5, 4
_fpcmp_parts, gcc-2.8.0\config\fp-bit.c, 53, 13, 22, 1, 12, 13, 4
__adddf3, gcc-2.8.0\floatlib.c, 5, 1, 1, 0, 0, 2, 1
__eqdf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__nedf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__gtdf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__gedf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__ltdf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__ledf2, gcc-2.8.0\config\fp-bit.c, 11, 2, 2, 1, 1, 2, 4
__fixdfsi, gcc-2.8.0\floatlib.c, 19, 4, 5, 1, 4, 4, 2
__extendsfdf2, gcc-2.8.0\floatlib.c, 19, 2, 2, 1, 1, 3, 5
__muldf3, gcc-2.8.0\floatlib.c, 5, 1, 1, 0, 0, 2, 1
__make_dp, gcc-2.8.0\config\fp-bit.c, 10, 1, 1, 0, 0, 4, 7
__subdf3, gcc-2.8.0\floatlib.c, 5, 1, 1, 0, 0, 2, 1
cpp_file_line_for_message, gcc-2.8.0\fix-header.c, 13, 3, 3, 1, 2, 4, 1
count_tst_insns, gcc-2.8.0\config\mn10300\mn10300.c, 33, 42, 9, 3, 3, 8, 4
objc_comptypes, gcc-2.8.0\objc\objc-act.c, 99, 27, 22, 6, 22, 23, 4
objc_check_decl, gcc-2.8.0\objc\objc-act.c, 13, 2, 2, 1, 0, 7, 2
yylex, gcc-2.8.0\cexp.c, 216, 1481, 74, 4, 91, 11, 17
yyerror, gcc-2.8.0\cexp.c, 8, 1, 1, 0, 0, 6, 3
parse_number, gcc-2.8.0\cexp.c, 80, 1188, 19, 5, 12, 7, 11
lang_init, gcc-2.8.0\objc\objc-act.c, 38, 48, 7, 2, 1, 8, 18
rev_cond_name, gcc-2.8.0\config\clipper\clipper.c, 30, 11, 11, 1, 55, 2, 2
int5_operand, gcc-2.8.0\config\pa\pa.c, 7, 1, 1, 0, 0, 3, 2
__objc_thread_yield, gcc-2.8.0\objc\thr-posix.c, 5, 1, 1, 0, 0, 0, 1
xref_tag, gcc-2.8.0\c-decl.c, 28, 7, 5, 2, 1, 12, 17
__objc_thread_yield, gcc-2.8.0\objc\thr-decosf1.c, 5, 1, 1, 0, 0, 0, 1
xrealloc, gcc-2.8.0\cppalloc.c, 10, 2, 2, 1, 0, 7, 3
rs6000_override_options, gcc-2.8.0\config\rs6000\rs6000.c, 136, 2800, 19, 5, 5, 11, 9
rs6000_file_start, gcc-2.8.0\config\rs6000\rs6000.c, 26, 7, 5, 3, 0, 6, 5
rs6000_float_const, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 2, 3
rs6000_immed_double_const, gcc-2.8.0\config\rs6000\rs6000.c, 9, 2, 2, 1, 1, 3, 2
deps_output, gcc-2.8.0\cpplib.c, 31, 17, 6, 1, 1, 9, 8
rs6000_stack_info, gcc-2.8.0\config\rs6000\rs6000.c, 132, 138240, 27, 2, 6, 43, 42
any_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 0, 1
count_register_operand, gcc-2.8.0\config\rs6000\rs6000.c, 13, 4, 4, 1, 3, 4, 1
fpmem_operand, gcc-2.8.0\config\rs6000\rs6000.c, 11, 3, 3, 1, 2, 4, 2
short_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 5, 1
u_short_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 4, 1
non_short_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 4, 1
cc_reg_operand, gcc-2.8.0\config\rs6000\rs6000.c, 10, 1, 1, 0, 0, 5, 3
reg_or_short_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 3, 3
reg_or_neg_short_operand, gcc-2.8.0\config\rs6000\rs6000.c, 9, 2, 2, 1, 1, 5, 3
reg_or_u_short_operand, gcc-2.8.0\config\rs6000\rs6000.c, 10, 2, 2, 1, 1, 5, 2
reg_or_0_operand, gcc-2.8.0\config\alpha\alpha.c, 7, 1, 1, 0, 0, 3, 2
got_operand, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 2, 1
got_no_const_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 2, 1
num_insns_constant_wide, gcc-2.8.0\config\rs6000\rs6000.c, 25, 7, 7, 2, 9, 3, 1
num_insns_constant, gcc-2.8.0\config\rs6000\rs6000.c, 54, 18, 14, 4, 13, 7, 4
easy_fp_constant, gcc-2.8.0\config\rs6000\rs6000.c, 35, 8, 12, 3, 7, 11, 5
volatile_mem_operand, gcc-2.8.0\config\rs6000\rs6000.c, 17, 6, 6, 1, 5, 10, 4
offsettable_addr_operand, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 4, 2
mem_or_easy_const_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 2, 3
add_constant, gcc-2.8.0\config\arm\arm.c, 39, 39, 9, 4, 9, 16, 10
non_add_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 4, 1
logic_operand, gcc-2.8.0\config\i960\i960.c, 9, 1, 1, 0, 0, 5, 2
non_logical_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 4, 1
mask_constant, gcc-2.8.0\config\rs6000\rs6000.c, 15, 4, 4, 2, 1, 2, 1
mask_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 6, 2
add_prefix, gcc-2.8.0\gcc.c, 35, 24, 6, 2, 2, 11, 11
non_and_cint_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 3, 2
reg_or_cint_operand, gcc-2.8.0\config\alpha\alpha.c, 7, 1, 1, 0, 0, 3, 2
lwa_operand, gcc-2.8.0\config\rs6000\rs6000.c, 13, 2, 2, 1, 0, 6, 3
call_insn_operand, gcc-2.8.0\config\i386\i386.c, 15, 2, 2, 1, 1, 6, 3
create_definition, gcc-2.8.0\cpplib.c, 135, 41506, 56, 5, 22, 16, 26
skip_white_space, gcc-2.8.0\c-lex.c, 41, 8, 12, 3, 16, 5, 6
implicitly_declare, gcc-2.8.0\c-decl.c, 35, 8, 5, 2, 2, 10, 16
function_arg_advance, gcc-2.8.0\config\i386\i386.c, 24, 4, 4, 1, 0, 8, 5
function_arg_boundary, gcc-2.8.0\config\rs6000\rs6000.c, 13, 4, 6, 1, 3, 5, 2
function_arg, gcc-2.8.0\config\sparc\sparc.c, 185, 1353, 29, 6, 18, 22, 13
find_file, gcc-2.8.0\cp\xref.c, 10, 3, 3, 2, 2, 15, 2
function_arg, gcc-2.8.0\config\mn10300\mn10300.c, 34, 10, 6, 1, 6, 5, 5
function_arg_partial_nregs, gcc-2.8.0\config\m32r\m32r.c, 19, 3, 4, 1, 2, 4, 2
setup_incoming_varargs, gcc-2.8.0\config\rs6000\rs6000.c, 60, 144, 15, 3, 0, 20, 12
expand_builtin_saveregs, gcc-2.8.0\config\rs6000\rs6000.c, 6, 1, 1, 0, 0, 1, 1
expand_block_move_mem, gcc-2.8.0\config\rs6000\rs6000.c, 12, 1, 1, 0, 0, 7, 5
expand_a_shift, gcc-2.8.0\config\mn10200\mn10200.c, 17, 1, 1, 0, 0, 3, 5
legitimize_pic_address, gcc-2.8.0\config\m68k\m68k.c, 41, 14, 10, 2, 6, 8, 8
branch_comparison_operator, gcc-2.8.0\config\rs6000\rs6000.c, 20, 5, 5, 1, 4, 7, 1
scc_comparison_operator, gcc-2.8.0\config\rs6000\rs6000.c, 26, 8, 8, 1, 7, 8, 1
includes_lshift_p, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 4, 1
includes_rshift_p, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 4, 1
registers_ok_for_quad_peep, gcc-2.8.0\config\rs6000\rs6000.c, 8, 2, 2, 1, 1, 5, 1
addrs_ok_for_quad_peep, gcc-2.8.0\config\rs6000\rs6000.c, 37, 13, 9, 3, 11, 7, 1
reg_or_nonsymb_mem_operand, gcc-2.8.0\config\pa\pa.c, 11, 3, 3, 1, 2, 2, 4
ccr_bit, gcc-2.8.0\config\rs6000\rs6000.c, 34, 9, 16, 1, 23, 9, 2
rs6000_got_register, gcc-2.8.0\config\rs6000\rs6000.c, 13, 3, 3, 2, 0, 5, 5
rs6000_replace_regno, gcc-2.8.0\config\rs6000\rs6000.c, 41, 10, 17, 3, 7, 13, 8
rs6000_finalize_pic, gcc-2.8.0\config\rs6000\rs6000.c, 36, 43, 9, 4, 0, 6, 9
rs6000_reorg, gcc-2.8.0\config\rs6000\rs6000.c, 13, 4, 4, 3, 0, 6, 3
rs6000_save_machine_status, gcc-2.8.0\config\rs6000\rs6000.c, 12, 1, 1, 0, 0, 4, 7
rs6000_restore_machine_status, gcc-2.8.0\config\rs6000\rs6000.c, 12, 1, 1, 0, 0, 6, 7
rs6000_init_expanders, gcc-2.8.0\config\rs6000\rs6000.c, 10, 1, 1, 0, 0, 0, 6
override_options, gcc-2.8.0\config\m68k\m68k.c, 33, 27, 7, 2, 3, 6, 5
asm_fprintf, gcc-2.8.0\final.c, 73, 26, 28, 3, 67, 16, 4
print_operand, gcc-2.8.0\config\sh\sh.c, 66, 17, 20, 2, 42, 15, 8
first_fp_reg_to_save, gcc-2.8.0\config\rs6000\rs6000.c, 9, 3, 3, 2, 2, 2, 1
rs6000_makes_calls, gcc-2.8.0\config\rs6000\rs6000.c, 11, 4, 4, 2, 4, 3, 3
debug_stack_info, gcc-2.8.0\config\rs6000\rs6000.c, 88, 999999999, 41, 1, 21, 40, 2
rs6000_output_load_toc_table, gcc-2.8.0\config\rs6000\rs6000.c, 11, 1, 1, 0, 0, 4, 3
rs6000_allocate_stack_space, gcc-2.8.0\config\rs6000\rs6000.c, 48, 6, 9, 3, 4, 5, 2
output_options, gcc-2.8.0\config\m88k\m88k.c, 43, 1728, 13, 2, 0, 23, 2
output_cbranch, gcc-2.8.0\config\sparc\sparc.c, 125, 1472, 30, 3, 61, 11, 4
output_toc, gcc-2.8.0\config\rs6000\rs6000.c, 115, 1104, 26, 3, 16, 11, 13
notice_update_cc, gcc-2.8.0\config\m68k\m68k.c, 96, 600, 28, 3, 10, 13, 9
rs6000_gen_section_name, gcc-2.8.0\config\rs6000\rs6000.c, 36, 32, 8, 2, 3, 3, 5
output_function_epilogue, gcc-2.8.0\config\pdp11\pdp11.c, 81, 315, 21, 4, 1, 6, 5
rs6000_adjust_cost, gcc-2.8.0\config\rs6000\rs6000.c, 18, 5, 6, 2, 4, 4, 3
get_issue_rate, gcc-2.8.0\config\rs6000\rs6000.c, 19, 7, 7, 1, 21, 0, 1
rs6000_trampoline_template, gcc-2.8.0\config\rs6000\rs6000.c, 38, 5, 7, 2, 3, 2, 2
rs6000_trampoline_size, gcc-2.8.0\config\rs6000\rs6000.c, 22, 4, 8, 1, 3, 1, 2
rs6000_initialize_trampoline, gcc-2.8.0\config\rs6000\rs6000.c, 53, 4, 7, 1, 3, 3, 9
rs6000_valid_decl_attribute_p, gcc-2.8.0\config\rs6000\rs6000.c, 9, 1, 1, 0, 0, 0, 1
rs6000_valid_type_attribute_p, gcc-2.8.0\config\rs6000\rs6000.c, 41, 12, 12, 4, 20, 8, 2
rs6000_comp_type_attributes, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 0, 1
rs6000_set_default_type_attributes, gcc-2.8.0\config\rs6000\rs6000.c, 5, 1, 1, 0, 0, 0, 0
rs6000_dll_import_ref, gcc-2.8.0\config\rs6000\rs6000.c, 22, 2, 2, 1, 0, 6, 11
rs6000_longcall_ref, gcc-2.8.0\config\rs6000\rs6000.c, 21, 4, 4, 2, 1, 6, 4
hashf, gcc-2.8.0\cpphash.c, 11, 2, 2, 1, 0, 11, 1
delete_macro, gcc-2.8.0\cpphash.c, 25, 40, 7, 2, 0, 15, 5
install, gcc-2.8.0\cpphash.c, 43, 48, 7, 2, 1, 14, 13
cpp_hash_cleanup, gcc-2.8.0\cpphash.c, 11, 3, 3, 2, 0, 2, 1
__store_long, gcc-2.8.0\gcov-io.h, 26, 13, 9, 2, 3, 3, 2
__fetch_long, gcc-2.8.0\gcov-io.h, 18, 9, 7, 2, 3, 6, 2
__write_long, gcc-2.8.0\gcov-io.h, 12, 2, 2, 1, 1, 5, 3
__read_long, gcc-2.8.0\gcov-io.h, 12, 2, 2, 1, 1, 8, 3
handle_pragma, gcc-2.8.0\config\h8300\h8300.c, 16, 4, 4, 1, 2, 5, 4
dsp16xx_reg_class_from_letter, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 59, 25, 26, 1, 300, 1, 2
regno_reg_class, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 55, 20, 59, 1, 190, 1, 1
class_max_nregs, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 7, 1, 1, 0, 0, 2, 1
limit_reload_class, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 155, 54, 77, 2, 928, 3, 2
dsp16xx_register_move_cost, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 21, 4, 4, 2, 4, 2, 1
preferred_reload_class, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 49, 23, 13, 3, 23, 9, 3
reg_or_0_operand, gcc-2.8.0\config\sparc\sparc.c, 21, 6, 6, 1, 5, 8, 3
symbolic_address_operand, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 7, 1, 1, 0, 0, 1, 2
storetags, gcc-2.8.0\cp\decl.c, 6, 1, 1, 0, 0, 2, 2
Y_address_operand, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 7, 1, 1, 0, 0, 2, 3
sp_operand, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 10, 1, 1, 0, 0, 6, 1
sp_operand2, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 20, 3, 3, 1, 2, 7, 2
