FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput
start_identifier_warnings, gcc-2.8.0\tree.c, 5, 1, 1, 0, 0, 1, 1
init_function_format_info, gcc-2.8.0\c-common.c, 16, 1, 1, 0, 0, 2, 3
init_iterators, gcc-2.8.0\c-iterate.c, 6, 1, 4, 0, 0, 8, 7
groktypename_in_parm_context, gcc-2.8.0\c-decl.c, 10, 2, 2, 1, 1, 7, 2
expand_decl, gcc-2.8.0\stmt.c, 102, 67, 19, 3, 8, 49, 25
allocation_temporary_p, gcc-2.8.0\tree.c, 5, 1, 1, 0, 0, 11, 1
constant_expression_warning, gcc-2.8.0\c-common.c, 9, 2, 2, 1, 0, 16, 1
preserve_initializer, gcc-2.8.0\tree.c, 16, 3, 12, 2, 0, 14, 10
permanent_allocation, gcc-2.8.0\tree.c, 26, 4, 9, 1, 1, 23, 11
build_complex_type, gcc-2.8.0\tree.c, 16, 2, 2, 1, 0, 12, 8
variable_size, gcc-2.8.0\stor-layout.c, 23, 5, 5, 2, 4, 10, 9
c_build_type_variant, gcc-2.8.0\c-common.c, 11, 2, 2, 1, 1, 13, 3
build_decl_attribute_variant, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 3, 3
finish_function, gcc-2.8.0\cp\decl.c, 348, 999999999, 67, 6, 17, 90, 97
oballoc, gcc-2.8.0\tree.c, 6, 1, 4, 0, 0, 42, 7
announce_function, gcc-2.8.0\toplev.c, 15, 3, 3, 2, 1, 10, 5
mark_varargs, gcc-2.8.0\function.c, 5, 1, 1, 0, 0, 1, 1
expand_function_start, gcc-2.8.0\function.c, 111, 46081, 24, 3, 7, 31, 37
expand_main_function, gcc-2.8.0\function.c, 10, 2, 2, 1, 0, 3, 2
combine_parm_decls, gcc-2.8.0\c-decl.c, 95, 3920, 16, 3, 4, 24, 19
setjmp_protect, gcc-2.8.0\function.c, 19, 6, 4, 2, 0, 15, 1
setjmp_protect_args, gcc-2.8.0\function.c, 16, 3, 3, 2, 0, 12, 1
expand_function_end, gcc-2.8.0\function.c, 134, 442369, 24, 3, 3, 49, 40
find_function_data, gcc-2.8.0\function.c, 10, 3, 3, 2, 3, 8, 2
identify_blocks, gcc-2.8.0\function.c, 37, 13, 7, 3, 1, 7, 7
save_tree_status, gcc-2.8.0\tree.c, 59, 5, 11, 2, 3, 30, 35
restore_tree_status, gcc-2.8.0\tree.c, 39, 6, 9, 2, 0, 33, 18
save_varasm_status, gcc-2.8.0\varasm.c, 14, 2, 2, 1, 0, 8, 8
restore_varasm_status, gcc-2.8.0\varasm.c, 11, 1, 1, 0, 0, 8, 6
save_eh_status, gcc-2.8.0\except.c, 14, 1, 1, 0, 0, 9, 10
restore_eh_status, gcc-2.8.0\except.c, 13, 1, 1, 0, 0, 10, 8
save_stmt_status, gcc-2.8.0\stmt.c, 20, 1, 1, 0, 0, 16, 16
restore_stmt_status, gcc-2.8.0\stmt.c, 20, 1, 1, 0, 0, 16, 15
save_expr_status, gcc-2.8.0\expr.c, 16, 1, 1, 0, 0, 6, 12
restore_expr_status, gcc-2.8.0\expr.c, 10, 1, 1, 0, 0, 7, 5
save_emit_status, gcc-2.8.0\emit-rtl.c, 18, 1, 1, 0, 0, 14, 14
restore_emit_status, gcc-2.8.0\emit-rtl.c, 24, 2, 2, 1, 0, 15, 17
save_storage_status, gcc-2.8.0\stor-layout.c, 5, 1, 1, 0, 0, 1, 0
restore_storage_status, gcc-2.8.0\stor-layout.c, 5, 1, 1, 0, 0, 1, 0
find_a_file, gcc-2.8.0\gcc.c, 103, 216, 24, 6, 36, 15, 8
safe_insn_src_p, gcc-2.8.0\config\i860\i860.c, 48, 9, 29, 2, 30, 5, 3
reg_clobbered_p, gcc-2.8.0\config\i860\i860.c, 51, 27, 10, 3, 5, 9, 3
operand_clobbered_before_used_after, gcc-2.8.0\config\i860\i860.c, 49, 31, 15, 4, 38, 6, 4
single_insn_src_p, gcc-2.8.0\config\i860\i860.c, 74, 21, 39, 3, 98, 7, 2
pushtag, gcc-2.8.0\c-decl.c, 19, 12, 5, 2, 1, 17, 10
arith32_operand, gcc-2.8.0\config\mips\mips.c, 9, 2, 2, 1, 1, 3, 2
load_multiple_operation, gcc-2.8.0\config\a29k\a29k.c, 33, 4, 4, 2, 4, 10, 2
shift_operand, gcc-2.8.0\config\i860\i860.c, 8, 1, 1, 0, 0, 3, 2
compare_operand, gcc-2.8.0\config\i860\i860.c, 8, 1, 1, 0, 0, 3, 4
bte_operand, gcc-2.8.0\config\i860\i860.c, 9, 1, 1, 0, 0, 5, 2
indexed_operand, gcc-2.8.0\config\i860\i860.c, 11, 1, 1, 0, 0, 7, 2
load_operand, gcc-2.8.0\config\i860\i860.c, 7, 1, 1, 0, 0, 2, 3
small_data_operand, gcc-2.8.0\config\rs6000\rs6000.c, 7, 1, 1, 0, 0, 3, 1
logic_int, gcc-2.8.0\config\i860\i860.c, 7, 1, 1, 0, 0, 2, 2
call_address_operand, gcc-2.8.0\config\v850\v850.c, 9, 2, 2, 1, 1, 2, 1
singlemove_string, gcc-2.8.0\config\sparc\sparc.c, 40, 12, 12, 2, 18, 8, 6
output_move_const_single, gcc-2.8.0\config\gmicro\gmicro.c, 18, 3, 3, 2, 3, 1, 4
output_file_start, gcc-2.8.0\config\sh\sh.c, 10, 2, 2, 1, 0, 2, 3
load_opcode, gcc-2.8.0\config\i860\i860.c, 35, 8, 9, 2, 14, 5, 4
store_opcode, gcc-2.8.0\config\i860\i860.c, 35, 8, 9, 2, 14, 5, 4
output_store, gcc-2.8.0\config\i860\i860.c, 24, 6, 4, 1, 2, 8, 11
output_load, gcc-2.8.0\config\i860\i860.c, 22, 4, 3, 1, 1, 8, 11
output_size_for_block_move, gcc-2.8.0\config\i860\i860.c, 11, 1, 1, 0, 0, 4, 4
output_ascii, gcc-2.8.0\config\rs6000\rs6000.c, 52, 22, 8, 3, 1, 3, 3
output_delayed_branch, gcc-2.8.0\config\i860\i860.c, 84, 29, 11, 3, 3, 17, 19
fatal_insn_not_found, gcc-2.8.0\toplev.c, 9, 2, 2, 1, 1, 4, 1
output_delay_insn, gcc-2.8.0\config\i860\i860.c, 25, 12, 5, 2, 0, 9, 11
sfmode_constant_to_ulong, gcc-2.8.0\config\i860\i860.c, 12, 2, 3, 1, 0, 7, 4
function_epilogue, gcc-2.8.0\config\sh\sh.c, 8, 1, 1, 0, 0, 0, 5
function_arg_pass_by_reference, gcc-2.8.0\config\sparc\sparc.c, 19, 2, 2, 1, 1, 4, 2
__mcount, gcc-2.8.0\config\m68k\aux-mcount.c, 12, 2, 2, 1, 0, 2, 3
list_cons, gcc-2.8.0\objc\objc-list.h, 9, 1, 1, 0, 0, 9, 4
list_length, gcc-2.8.0\objc\objc-list.h, 11, 2, 2, 1, 0, 2, 1
list_nth, gcc-2.8.0\objc\objc-list.h, 12, 3, 3, 2, 4, 4, 1
list_remove_head, gcc-2.8.0\objc\objc-list.h, 15, 2, 2, 1, 1, 5, 3
list_remove_elem, gcc-2.8.0\objc\objc-list.h, 9, 3, 3, 2, 0, 4, 2
list_mapcar, gcc-2.8.0\objc\objc-list.h, 9, 2, 2, 1, 0, 5, 1
list_find, gcc-2.8.0\objc\objc-list.h, 11, 3, 3, 2, 3, 4, 1
list_free, gcc-2.8.0\objc\objc-list.h, 9, 2, 2, 1, 0, 4, 1
xfree, gcc-2.8.0\fix-header.c, 6, 1, 1, 0, 0, 1, 1
fatal, gcc-2.8.0\collect2.c, 9, 1, 1, 0, 0, 14, 2
extract_string, gcc-2.8.0\cp\repo.c, 28, 11, 12, 2, 8, 9, 7
gen_expand, gcc-2.8.0\genemit.c, 87, 7760, 21, 3, 5, 10, 6
xmalloc, gcc-2.8.0\collect2.c, 10, 2, 2, 1, 1, 14, 3
lookup_name_current_level, gcc-2.8.0\c-decl.c, 14, 5, 5, 2, 4, 11, 1
process_pragma, gcc-2.8.0\config\i960\i960.c, 49, 20, 13, 3, 3, 8, 7
i960_initialize, gcc-2.8.0\config\i960\i960.c, 14, 2, 2, 1, 1, 0, 2
fpmove_src_operand, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 3, 2
arith32_operand, gcc-2.8.0\config\pa\pa.c, 7, 1, 1, 0, 0, 3, 2
literal, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 5, 1
load_multiple_operation, gcc-2.8.0\config\arm\arm.c, 53, 10, 7, 2, 7, 10, 2
fp_arith_operand, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 2, 3
fp_literal, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 3, 3
signed_arith_operand, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 2, 3
signed_literal, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 5, 1
fp_literal_one, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 5, 1
fp_literal_zero, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 6, 1
symbolic_address_p, gcc-2.8.0\config\dsp16xx\dsp16xx.c, 18, 3, 4, 1, 3, 8, 1
emit_move_sequence, gcc-2.8.0\config\m88k\m88k.c, 52, 36, 11, 3, 6, 9, 12
and_operand, gcc-2.8.0\config\rs6000\rs6000.c, 8, 1, 1, 0, 0, 3, 3
power2_operand, gcc-2.8.0\config\i960\i960.c, 9, 2, 2, 1, 1, 4, 2
cmplpower2_operand, gcc-2.8.0\config\i960\i960.c, 9, 2, 2, 1, 1, 4, 2
bitpos, gcc-2.8.0\config\i960\i960.c, 16, 4, 4, 3, 7, 2, 1
is_mask, gcc-2.8.0\config\i960\i960.c, 22, 13, 6, 3, 5, 2, 1
bitstr, gcc-2.8.0\config\i960\i960.c, 30, 13, 7, 3, 4, 2, 3
select_cc_mode, gcc-2.8.0\config\i960\i960.c, 9, 2, 2, 1, 1, 1, 1
gen_attr, gcc-2.8.0\genattrtab.c, 39, 36, 10, 2, 1, 17, 24
i960_address_cost, gcc-2.8.0\config\i960\i960.c, 33, 34, 11, 4, 17, 5, 1
emit_a_shift, gcc-2.8.0\config\mn10200\mn10200.c, 93, 176, 13, 3, 15, 10, 8
i960_output_move_double, gcc-2.8.0\config\i960\i960.c, 56, 10, 10, 3, 13, 7, 6
i960_output_move_quad, gcc-2.8.0\config\i960\i960.c, 59, 10, 10, 3, 13, 7, 6
i960_output_ldconst, gcc-2.8.0\config\i960\i960.c, 155, 156, 33, 3, 38, 10, 10
i960_bypass, gcc-2.8.0\config\i960\i960.c, 25, 6, 6, 2, 5, 8, 2
i960_function_name_declare, gcc-2.8.0\config\i960\i960.c, 109, 245760, 31, 4, 11, 26, 13
comptypes, gcc-2.8.0\c-typeck.c, 68, 65, 20, 2, 25, 24, 4
i960_function_prologue, gcc-2.8.0\config\i960\i960.c, 128, 178500, 36, 3, 6, 8, 6
output_function_epilogue, gcc-2.8.0\config\m68k\m68k.c, 165, 207362, 31, 4, 14, 9, 6
i960_function_epilogue, gcc-2.8.0\config\i960\i960.c, 45, 17, 11, 4, 17, 16, 3
i960_output_call_insn, gcc-2.8.0\config\i960\i960.c, 32, 30, 8, 2, 3, 21, 6
i960_output_ret_insn, gcc-2.8.0\config\i960\i960.c, 21, 6, 5, 2, 4, 14, 5
i960_print_operand, gcc-2.8.0\config\i960\i960.c, 110, 37, 34, 2, 91, 12, 9
i960_print_operand_addr, gcc-2.8.0\config\i960\i960.c, 86, 128, 19, 4, 15, 9, 3
left_shift, gcc-2.8.0\cexp.c, 10, 2, 2, 1, 1, 4, 1
legitimate_address_p, gcc-2.8.0\config\pdp11\pdp11.c, 10, 1, 1, 0, 0, 2, 2
i960_expr_alignment, gcc-2.8.0\config\i960\i960.c, 50, 14, 17, 2, 20, 8, 2
i960_object_bytes_bitalign, gcc-2.8.0\config\i960\i960.c, 11, 5, 5, 1, 4, 4, 1
i960_improve_align, gcc-2.8.0\config\i960\i960.c, 15, 3, 5, 2, 0, 5, 3
i960_si_ti, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 2, 2
i960_si_di, gcc-2.8.0\config\i960\i960.c, 7, 1, 1, 0, 0, 2, 2
i960_arg_size_and_align, gcc-2.8.0\config\i960\i960.c, 32, 16, 7, 2, 5, 8, 4
i960_function_arg_advance, gcc-2.8.0\config\i960\i960.c, 19, 2, 6, 1, 1, 11, 6
i960_function_arg, gcc-2.8.0\config\i960\i960.c, 24, 2, 6, 1, 1, 11, 8
i960_output_long_double, gcc-2.8.0\config\i960\i960.c, 14, 2, 3, 2, 1, 2, 2
i960_output_double, gcc-2.8.0\config\i960\i960.c, 12, 2, 3, 2, 1, 2, 2
i960_output_float, gcc-2.8.0\config\i960\i960.c, 11, 1, 2, 1, 0, 2, 2
i960_round_align, gcc-2.8.0\config\i960\i960.c, 16, 5, 4, 1, 1, 7, 2
i960_setup_incoming_varargs, gcc-2.8.0\config\i960\i960.c, 30, 2, 2, 1, 0, 7, 10
i960_final_reg_parm_stack_space, gcc-2.8.0\config\i960\i960.c, 10, 2, 2, 1, 1, 2, 1
i960_reg_parm_stack_space, gcc-2.8.0\config\i960\i960.c, 13, 4, 4, 1, 3, 11, 2
savestring, gcc-2.8.0\cccp.c, 9, 1, 1, 0, 0, 3, 4
i960_scan_opcode, gcc-2.8.0\config\i960\i960.c, 57, 14, 23, 3, 21, 1, 1
xfree, gcc-2.8.0\mips-tfile.c, 8, 2, 2, 1, 0, 2, 2
fatal, gcc-2.8.0\toplev.c, 8, 1, 1, 0, 0, 8, 2
expand_prologue, gcc-2.8.0\config\mn10200\mn10200.c, 121, 57392, 28, 4, 2, 12, 14
walk_insn_part, gcc-2.8.0\genconfig.c, 81, 63, 33, 4, 87, 18, 7
gen_expand, gcc-2.8.0\genoutput.c, 42, 12, 5, 2, 2, 26, 18
gen_compare_reg, gcc-2.8.0\config\arc\arc.c, 12, 1, 1, 0, 0, 3, 4
gen_peephole, gcc-2.8.0\genoutput.c, 36, 4, 3, 1, 1, 25, 16
gen_insn, gcc-2.8.0\genattrtab.c, 38, 6, 9, 2, 6, 14, 18
xmalloc, gcc-2.8.0\genattrtab.c, 9, 2, 2, 1, 0, 3, 3
lookup_name, gcc-2.8.0\c-decl.c, 12, 2, 2, 1, 1, 6, 1
feed_input, gcc-2.8.0\cp\input.c, 19, 2, 2, 1, 0, 9, 12
put_back, gcc-2.8.0\cp\input.c, 10, 2, 2, 1, 0, 9, 2
getch, gcc-2.8.0\cp\input.c, 11, 2, 2, 1, 0, 11, 3
input_redirected, gcc-2.8.0\cp\input.c, 5, 1, 1, 0, 0, 3, 1
allocate_input, gcc-2.8.0\cp\input.c, 15, 2, 2, 1, 1, 3, 4
free_input, gcc-2.8.0\cp\input.c, 9, 1, 1, 0, 0, 3, 5
end_input, gcc-2.8.0\cp\input.c, 13, 1, 1, 0, 0, 9, 8
sub_getch, gcc-2.8.0\cp\input.c, 24, 5, 5, 3, 7, 7, 8
save_pending_input, gcc-2.8.0\cp\lex.c, 20, 1, 1, 0, 0, 9, 16
extract_interface_info, gcc-2.8.0\cp\lex.c, 16, 6, 4, 2, 0, 11, 4
restore_pending_input, gcc-2.8.0\cp\lex.c, 18, 1, 2, 0, 0, 17, 13
length, gcc-2.8.0\bi-arity.c, 9, 2, 2, 1, 0, 3, 1
lookup_label, gcc-2.8.0\c-decl.c, 28, 4, 4, 2, 4, 15, 13
reverse, gcc-2.8.0\bi-reverse.c, 36, 13, 7, 4, 0, 7, 4
unsigned_type, gcc-2.8.0\c-typeck.c, 25, 10, 10, 1, 9, 23, 2
expand_block_move, gcc-2.8.0\config\mips\mips.c, 67, 17, 10, 2, 6, 7, 20
find_temp_slot_from_address, gcc-2.8.0\function.c, 25, 7, 7, 4, 10, 17, 1
put_reg_into_stack, gcc-2.8.0\function.c, 51, 32, 8, 2, 2, 23, 18
fixup_var_refs, gcc-2.8.0\function.c, 30, 6, 4, 2, 0, 17, 6
find_fixup_replacement, gcc-2.8.0\function.c, 18, 4, 3, 1, 0, 5, 6
fixup_var_refs_insns, gcc-2.8.0\function.c, 105, 266, 18, 6, 6, 17, 23
fixup_var_refs_1, gcc-2.8.0\function.c, 300, 19280, 62, 5, 125, 22, 33
fixup_memory_subreg, gcc-2.8.0\function.c, 25, 8, 6, 1, 1, 12, 9
walk_fixup_memory_subreg, gcc-2.8.0\function.c, 29, 9, 7, 3, 2, 12, 6
fixup_stack_1, gcc-2.8.0\function.c, 47, 10, 8, 3, 6, 15, 12
optimize_bit_field, gcc-2.8.0\function.c, 103, 1212, 21, 5, 7, 13, 15
instantiate_decls, gcc-2.8.0\function.c, 22, 8, 5, 1, 0, 16, 6
instantiate_decls_1, gcc-2.8.0\function.c, 12, 4, 3, 1, 0, 11, 2
instantiate_decl, gcc-2.8.0\function.c, 35, 18, 9, 3, 10, 12, 5
instantiate_virtual_regs_1, gcc-2.8.0\function.c, 257, 234, 115, 5, 208, 25, 18
delete_handlers, gcc-2.8.0\function.c, 31, 21, 8, 4, 3, 13, 7
pad_to_arg_alignment, gcc-2.8.0\function.c, 21, 3, 4, 2, 1, 5, 6
pad_below, gcc-2.8.0\function.c, 25, 12, 8, 3, 5, 11, 4
round_down, gcc-2.8.0\function.c, 9, 1, 1, 0, 0, 2, 3
round_trampoline_addr, gcc-2.8.0\function.c, 13, 1, 1, 0, 0, 5, 4
blocks_nreverse, gcc-2.8.0\function.c, 13, 2, 2, 1, 0, 4, 3
all_blocks, gcc-2.8.0\function.c, 18, 3, 4, 2, 0, 7, 4
record_insns, gcc-2.8.0\function.c, 21, 3, 3, 2, 1, 8, 2
contains, gcc-2.8.0\function.c, 24, 7, 7, 4, 4, 9, 1
put_addressof_into_stack, gcc-2.8.0\function.c, 12, 2, 2, 1, 0, 13, 2
purge_addressof_1, gcc-2.8.0\function.c, 63, 60, 16, 4, 22, 13, 10
push_function_context_to, gcc-2.8.0\function.c, 65, 2, 2, 1, 0, 52, 59
init_emit, gcc-2.8.0\emit-rtl.c, 41, 2, 2, 1, 0, 11, 19
pop_function_context_from, gcc-2.8.0\function.c, 73, 4, 3, 1, 0, 60, 60
assign_outer_stack_local, gcc-2.8.0\function.c, 37, 8, 8, 2, 2, 13, 8
assign_temp, gcc-2.8.0\function.c, 25, 4, 4, 2, 1, 16, 6
promote_mode, gcc-2.8.0\explow.c, 17, 1, 1, 1, 0, 10, 2
combine_temp_slots, gcc-2.8.0\function.c, 46, 31, 11, 5, 8, 11, 6
rtx_free, gcc-2.8.0\rtl.c, 6, 1, 2, 0, 0, 6, 4
update_temp_slot_address, gcc-2.8.0\function.c, 16, 4, 4, 2, 2, 6, 3
mark_temp_addr_taken, gcc-2.8.0\function.c, 13, 4, 4, 1, 2, 5, 2
preserve_temp_slots, gcc-2.8.0\function.c, 40, 37, 15, 4, 3, 21, 3
preserve_rtl_expr_result, gcc-2.8.0\function.c, 15, 3, 4, 1, 1, 7, 3
free_temp_slots, gcc-2.8.0\function.c, 10, 3, 3, 2, 0, 23, 2
free_temps_for_rtl_expr, gcc-2.8.0\function.c, 10, 3, 3, 2, 0, 5, 2
mark_all_temps_used, gcc-2.8.0\function.c, 10, 2, 3, 1, 0, 4, 3
push_temp_slots, gcc-2.8.0\function.c, 5, 1, 1, 0, 0, 12, 1
pop_temp_slots, gcc-2.8.0\function.c, 10, 3, 3, 2, 0, 17, 3
init_temp_slots, gcc-2.8.0\function.c, 7, 1, 1, 0, 0, 2, 3
put_var_into_stack, gcc-2.8.0\function.c, 70, 146, 15, 3, 9, 36, 10
gen_mem_addressof, gcc-2.8.0\function.c, 17, 1, 1, 0, 0, 13, 11
push_to_sequence, gcc-2.8.0\emit-rtl.c, 10, 2, 2, 1, 0, 10, 3
copy_most_rtx, gcc-2.8.0\rtl.c, 74, 13, 24, 4, 23, 19, 16
mode_dependent_address_p, gcc-2.8.0\recog.c, 9, 1, 1, 0, 0, 12, 2
mode_for_size, gcc-2.8.0\stor-layout.c, 15, 4, 4, 2, 4, 33, 1
flush_addressof, gcc-2.8.0\function.c, 11, 2, 2, 1, 0, 8, 1
purge_addressof, gcc-2.8.0\function.c, 14, 3, 3, 2, 0, 5, 2
asm_noperands, gcc-2.8.0\recog.c, 48, 23, 14, 3, 27, 20, 1
instantiate_virtual_regs, gcc-2.8.0\function.c, 26, 9, 5, 2, 0, 8, 9
init_recog, gcc-2.8.0\recog.c, 5, 1, 1, 0, 0, 5, 1
resume_temporary_allocation, gcc-2.8.0\tree.c, 7, 1, 1, 0, 0, 15, 4
rtl_in_current_obstack, gcc-2.8.0\tree.c, 5, 1, 1, 0, 0, 3, 1
validate_replace_rtx, gcc-2.8.0\recog.c, 7, 1, 1, 0, 0, 9, 3
nonlocal_label_rtx_list, gcc-2.8.0\function.c, 9, 2, 2, 1, 0, 6, 3
use_variable, gcc-2.8.0\function.c, 13, 3, 3, 1, 1, 11, 2
use_variable_after, gcc-2.8.0\function.c, 13, 3, 3, 1, 1, 8, 2
max_parm_reg_num, gcc-2.8.0\function.c, 5, 1, 1, 0, 0, 1, 1
get_first_block_beg, gcc-2.8.0\function.c, 12, 3, 3, 2, 3, 4, 3
hard_function_value, gcc-2.8.0\explow.c, 24, 7, 5, 3, 2, 11, 5
contains_placeholder_p, gcc-2.8.0\tree.c, 62, 16, 20, 3, 50, 18, 3
locate_and_pad_parm, gcc-2.8.0\function.c, 30, 12, 9, 1, 2, 18, 11
mark_user_reg, gcc-2.8.0\emit-rtl.c, 14, 3, 3, 1, 2, 4, 4
expand_assignment, gcc-2.8.0\expr.c, 170, 376, 30, 4, 8, 42, 32
make_tree, gcc-2.8.0\expmed.c, 74, 14, 16, 3, 68, 24, 15
emit_insns, gcc-2.8.0\emit-rtl.c, 14, 2, 2, 1, 0, 14, 2
size_in_bytes, gcc-2.8.0\tree.c, 19, 4, 4, 1, 2, 22, 5
round_up, gcc-2.8.0\stor-layout.c, 9, 1, 1, 0, 0, 7, 3
uninitialized_vars_warning, gcc-2.8.0\function.c, 24, 10, 5, 2, 0, 14, 3
regno_uninitialized, gcc-2.8.0\flow.c, 10, 2, 2, 1, 1, 5, 3
regno_clobbered_at_setjmp, gcc-2.8.0\flow.c, 10, 2, 2, 1, 1, 8, 2
setjmp_args_warning, gcc-2.8.0\function.c, 11, 3, 3, 2, 0, 10, 2
fix_lexical_addr, gcc-2.8.0\function.c, 44, 361, 13, 3, 8, 23, 6
trampoline_address, gcc-2.8.0\function.c, 52, 99, 11, 3, 12, 19, 16
reorder_blocks, gcc-2.8.0\function.c, 40, 9, 7, 4, 1, 13, 11
bc_build_calldesc, gcc-2.8.0\function.c, 27, 2, 2, 1, 0, 8, 14
bc_runtime_type_code, gcc-2.8.0\expr.c, 24, 3, 9, 1, 3, 8, 3
output_constant_def, gcc-2.8.0\varasm.c, 72, 97, 13, 3, 6, 28, 35
init_stmt_for_function, gcc-2.8.0\stmt.c, 16, 1, 1, 0, 0, 1, 12
bc_expand_function_start, gcc-2.8.0\function.c, 34, 8, 8, 2, 2, 25, 18
bc_expand_function_end, gcc-2.8.0\function.c, 15, 1, 1, 0, 0, 8, 7
expand_null_return, gcc-2.8.0\stmt.c, 14, 3, 3, 1, 1, 12, 2
expand_fixups, gcc-2.8.0\stmt.c, 6, 1, 1, 0, 0, 3, 1
init_recog_no_volatile, gcc-2.8.0\recog.c, 5, 1, 1, 0, 0, 3, 1
force_next_line_note, gcc-2.8.0\emit-rtl.c, 5, 1, 1, 0, 0, 1, 1
in_sequence_p, gcc-2.8.0\emit-rtl.c, 5, 1, 1, 0, 0, 2, 1
emit_line_note_force, gcc-2.8.0\emit-rtl.c, 8, 1, 1, 0, 0, 4, 3
expand_leftover_cleanups, gcc-2.8.0\except.c, 25, 7, 5, 3, 1, 12, 9
thread_prologue_and_epilogue_insns, gcc-2.8.0\function.c, 7, 1, 1, 0, 0, 1, 2
emit_note_after, gcc-2.8.0\emit-rtl.c, 12, 1, 1, 0, 0, 5, 7
reposition_prologue_and_epilogue_notes, gcc-2.8.0\function.c, 5, 1, 1, 0, 0, 0, 0
__do_global_dtors, gcc-2.8.0\config\rs6000\eabi-ctors.c, 10, 3, 3, 2, 0, 0, 3
ix86_epilogue, gcc-2.8.0\config\i386\i386.c, 125, 4032, 25, 4, 14, 16, 15
ix86_prologue, gcc-2.8.0\config\i386\i386.c, 88, 336, 14, 3, 7, 14, 12
simple_memory_operand, gcc-2.8.0\config\mips\mips.c, 36, 8, 9, 2, 15, 6, 2
output_move_const_double, gcc-2.8.0\config\m68k\m68k.c, 15, 2, 2, 1, 1, 1, 3
output_fp_cc0_set, gcc-2.8.0\config\i386\i386.c, 103, 90, 22, 3, 36, 10, 9
output_prolog, gcc-2.8.0\config\a29k\a29k.c, 111, 133056, 29, 5, 15, 17, 10
open_include_file, gcc-2.8.0\cpplib.c, 59, 145, 13, 4, 12, 13, 12
optimization_options, gcc-2.8.0\config\i386\i386.c, 5, 1, 1, 0, 0, 0, 0
i386_sext16_if_const, gcc-2.8.0\config\i386\i386.c, 17, 5, 4, 2, 1, 4, 2
i386_aligned_reg_p, gcc-2.8.0\config\i386\i386.c, 7, 1, 1, 0, 0, 3, 1
i386_aligned_p, gcc-2.8.0\config\i386\i386.c, 28, 14, 10, 2, 20, 7, 2
i386_cc_probably_useless_p, gcc-2.8.0\config\i386\i386.c, 6, 1, 1, 0, 0, 1, 2
i386_valid_decl_attribute_p, gcc-2.8.0\config\i386\i386.c, 9, 1, 1, 0, 0, 0, 1
i386_valid_type_attribute_p, gcc-2.8.0\config\i386\i386.c, 33, 8, 8, 2, 10, 11, 2
is_attribute_p, gcc-2.8.0\tree.c, 34, 8, 7, 2, 7, 13, 5
i386_comp_type_attributes, gcc-2.8.0\config\i386\i386.c, 7, 1, 1, 0, 0, 0, 1
lookup_attribute, gcc-2.8.0\tree.c, 15, 5, 4, 2, 3, 23, 3
init_arc, gcc-2.8.0\profile.c, 21, 1, 1, 0, 0, 8, 16
function_arg, gcc-2.8.0\config\v850\v850.c, 44, 29, 10, 1, 15, 8, 5
finish_struct, gcc-2.8.0\cp\class.c, 140, 1188000, 29, 4, 9, 42, 41
function_arg_padding, gcc-2.8.0\config\pa\pa.c, 22, 7, 5, 2, 6, 7, 2
output_op_from_reg, gcc-2.8.0\config\i386\i386.c, 26, 3, 3, 2, 0, 9, 5
output_to_reg, gcc-2.8.0\config\i386\i386.c, 69, 336, 13, 3, 9, 10, 7
final_prescan_insn, gcc-2.8.0\config\arm\arm.c, 246, 684377, 55, 6, 58, 12, 11
asm_add, gcc-2.8.0\config\i386\i386.c, 22, 5, 5, 1, 3, 3, 4
output_move_const_single, gcc-2.8.0\config\i386\i386.c, 23, 8, 8, 2, 4, 7, 8
output_move_pushmem, gcc-2.8.0\config\i386\i386.c, 64, 480, 15, 3, 6, 11, 11
fatal_insn, gcc-2.8.0\toplev.c, 48, 262144, 19, 1, 0, 32, 4
output_move_memory, gcc-2.8.0\config\i386\i386.c, 97, 14689, 20, 3, 9, 12, 12
standard_80387_constant_p, gcc-2.8.0\config\i386\i386.c, 20, 4, 5, 1, 3, 7, 5
symbolic_memory_operand, gcc-2.8.0\config\romp\romp.c, 19, 9, 5, 1, 2, 6, 6
call_address_operand, gcc-2.8.0\config\m88k\m88k.c, 7, 1, 1, 0, 0, 2, 2
expander_call_insn_operand, gcc-2.8.0\config\i386\i386.c, 14, 2, 2, 1, 1, 6, 2
arithmetic_comparison_operator, gcc-2.8.0\config\i386\i386.c, 13, 3, 3, 1, 2, 5, 1
symbolic_reference_mentioned_p, gcc-2.8.0\config\i386\i386.c, 23, 7, 7, 4, 12, 9, 1
